country,link,description,title
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=18735,"Western Frontier Figure. Born John Angus Cameron in Ontario, Canada, he was a pioneer prospector noted for his participation in the Cariboo Gold Rush. In 1862, he struck a rich gold deposit, staked a claim in the area on Willams Creek. It became a successful township area known as Camerontown. The strike remained in prominence and wealth until Barkerville, along with areas also became rich finds in the mid 1860s.","Cameron, John Angus"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=2547,"Artist, Author. Known as a ""Canadian icon,"" she was one of the first painters in Canada to adopt a modernist and post-impressionist painting style and was one of the earliest chroniclers of life in British Columbia. Her works were heavily inspired by the indigenous peoples of the Pacific Northwest Coast. She was born the send-youngest of nine children to English parents and was raised on English tradition. She did not pursue an art career seriously until after her parents' deaths in 1891. She...[Read More] (Bio by: William Bjornstad)","Carr, Emily"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=8746732,"Professional Hockey Player. A native of Toronto, Ontario, Conacher was the younger brother of famed hockey players, Lionel and Charlie Conacher. At 6'01"", and 175lbs, he played the position of Left Wing for teams in the National Hockey League (NHL), SSHL, NSDHL, NOHA, OHASR, and the OHAJR. Conacher played for the West Toronto Nationals from 1933 to 1936, Toronto Dominions from 1936 to 1937, Kirkland Lake Hargreaves from 1937 to 1938, Saskatoon RCAF from 1942 to 1943, and the Dartmouth RCAF from...[Read More] (Bio by: K)","Conacher, Roy"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=8503372,"Vancouver Mayor. He served as the Mayor of Vancouver, British Columbia, from 1892 to 1893. (Bio by: K)","Cope, Frederick"
Browse by State: British Columbia,/cgi-bin/fg.cgi?page=gr&GRid=10938,Canadian Statesman. Established Ashcroft Manor on the Cariboo Road with his brother Henry. Was British Columbia's first senator after Confederation. Lieutenant-Governor of British Columbia (1881 to 1887).,"Cornwall, Clement Francis"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=9367657,"9th Newfoundland Prime Minister. A member of the Liberal-Conservative Progressive Party and later the United Newfoundland Party, he served in this position briefly from August 1928 until November 1928 and again from June 1932 until February 1934. Born in Stranmillis, Belfast, Northern Ireland, he received his education at the Methodist College in Belfast. In 1886 he emigrated to St. John's Newfoundland to work at his uncle's Colonial Cordage Company that made ropes, cables, and nets for the...[Read More] (Bio by: William Bjornstad)","Alderdice, Frederick Charles"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=5717,"The monument entitled ""Silent Witness"" a forever memory to Flight 1285, is located over looking the crash site of the charter Arrow Air DC-8 at Gander Lake, Newfoundland. On December 12, 1985, the DC-8 transport plane crashed shortly after a re-fuelling stop leaving 248 American soldiers of the 3rd Battalion, 502nd Infantry, 101st Airborne Division and an air crew of 8 all dead. (Bio by: John ""J-Cat"" Griffith)",Arrow Airlines Flight 1285 Memorial
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=6928958,"Explorer. He was commander of the ship ""Roosevelt"", and was part of the expedition of Robert E. Peary from 1905 to 1909. (Bio by: K)","Bartlett, Robert Abram"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10596694,"5th Premier of the Colony of Newfoundland. A member of the Anti-Confederation Party, he served in this position from 1870 until 1874. Born Charles James Fox Bennett in Shaftesbury, Dorset, England, he emigrated to St. John's Newfoundland Colony in 1808 and became a merchant in the export/import business. His business interests soon spread to the shipbuilding, fishing, and distilling industries, and he became one of the wealthiest men in Newfoundland. In 1842 he entered politics when he ran for...[Read More] (Bio by: William Bjornstad)","Bennett, Charles James"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10485618,"4th Premier of the Colony of Newfoundland. One of the Fathers of the Canadian Confederation and a member of the Conservative Party, he served in this position from April 1865 until February 1870 and again from January 1874 until April 1878. The son of a lawyer, he decided to pursue that profession and studied law locally and in England, and was admitted to the bar in 1842. In 1855 he entered politics when he was elected to the Newfoundland Legislative Assembly and served as House Speaker from...[Read More] (Bio by: William Bjornstad)","Carter, Frederic Bowker Terrington"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=61181073,"Rock Musician. A bassist, he was best known as a member of the Canadian bands April Wine and Bachman-Turner Overdrive (BTO). Born James Patrick Clench, he began his career, initially with the group Coven, before succeeding Jim Henman as base player with the Montreal-based hard rock band April Wine. During his time with them (1970 to 1975), Clench contributed instrumentally and vocally on the studio albums ""On Record"" (1972), ""Electric Jewels"" (1973) and ""Stand Back"" (1975); they also achieved a...[Read More] (Bio by: C.S.)","Clench, Jim"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=7028268,"Doctor, Missionary. Born in England, he trained with Edward Jenner, who developed the smallpox vaccine. In 1775, he went to Newfoundland where he settled permanently in 1783. While in Newfoundland, a smallpox outbreak formed in the city of Trinity and, remembering his work with Jenner, he had some vaccine sent from England. By 1800, he had introduced the Jenner Vaccine to British North America. He was also a well-known authority on the Beothuk Natives. The Beothuks lived on the island before...[Read More] (Bio by: K)","Clinch, John"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10704425,"Newfoundland Prime Minister. A native of Devon, England, he served as the Prime Minister of Newfoundland from April 11, 1894, to December 12, 1894, as a Member of the Tory Party. He was also a merchant and a Member of the House of Assembly in 1880, and a Member of the Conservative Protestant Reform Party Government from 1885 to 1889. (Bio by: K)","Goodridge, Augustus"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10704685,"Newfoundland Prime Minister. He served as the Prime Minister of Newfoundland from May 10, 1924, to June 9, 1924, as a Member of the Caretaker Administration. He was also a prominent businessman, and Leader of the Opposition, until his retirement from politics in 1928. (Bio by: K)","Hickman, Albert Edgar"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10485559,"3rd Premier of the Newfoundland Colony. A member of the Conservative Party, he served in this position from March 1861 until March 1865. Born in St. John's, Newfoundland, he was the first Premier to have been born in Newfoundland. He received his education in Nova Scotia and trained there to become a lawyer. Returning to St. John's in 1842, he established his law practice and entered politics six years later when he was elected to the Newfoundland Legislative Assembly and soon became leader of...[Read More] (Bio by: William Bjornstad)","Hoyles, Hugh"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10485466,"2nd Premier of the Colony of Newfoundland. A member of the Liberal Party, he served in this position from July 1858 until March 1861. Born in Wexford, County Wexford, Ireland, he emigrated to Newfoundland in 1820 to work as a clerk for his uncle. In 1832 he entered politics when he was elected to Newfoundland's first Legislative Assembly. A Roman Catholic, he was a staunch defender of Catholic rights. He was involved in the reform movement that would persuade the British Colonial Office to...[Read More] (Bio by: William Bjornstad)","Kent, John"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10704573,"Newfoundland Prime Minister. A native of Stockport, England, he served as the Prime Minister of Newfoundland from January 5, 1918, to May 22, 1919, as a Member of both the Liberal Party and the National Government. Also a noted newspaper editor, and journalist, he became editor of The Telegram, and served as a Liberal Member of the Newfoundland House of Assembly in 1904, Leader of the Opposition in 1916, and as Minister of Justice in 1924. He was also a teacher. He died in St. John's...[Read More] (Bio by: K)","Lloyd, William Frederick"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=10704484,"Newfoundland Prime Minister. A native of St. John's, Newfoundland, he served as the Prime Minister of Newfoundland from March 2, 1909, to December 31, 1917, as a Member of the Newfoundland People's Party and the National Government. He was educated at the University of Ottawa, and later became a successful lawyer after joining the bar in 1885. He became counsel for the British Government during the American fisheries arbitration in 1910. Also served as a Member of the Newfoundland House of...[Read More] (Bio by: K)","Morris, Edward Patrick"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=14158187,"Professional Hockey Player. John ""Crutchy"" Morrison was born in St. Clements, Manitoba, and played his earliest hockey for local Selkirk Fisherman. He enlisted with the 61st Battalion in August 1915. The 61st organized a hockey club in the Manitoba senior league and Morrison won the 1916 Allan Cup with that team. ""Crutchy"" served out his wartime committment with the 11th Reserve Battalion. After the war he when back to playing hockey in Western Canada.  With the Edmonton Eskimos (1921-25) he...[Read More] (Bio by: 1weasel)","Morrison, John William 'Crutchy'"
Browse by State: Newfoundland and Labrador,/cgi-bin/fg.cgi?page=gr&GRid=9280622,"Actor. A native of Gander, Newfoundland, Canada, Noble began acting at an early age and then went to Toronto, Ontario, where he became involved in Shakepearean stage plays including ""As You Like It,"" ""Hamlet,"" and ""Twelfth Night."" In 2002 he appeared in the television mini-series, ""Random Passage,"" which also starred Brendan Fehr and Sarah Polley. Noble also appeared in TVO/TFO's ""Telle-Litte Ta Voix Dans La Nuit,"" and the films, ""Twist"" (2003), as 'Adam' and ""Sugar"" (2004), as 'Cliff.' On July...[Read More] (Bio by: K)","Noble, Andre Clarence"
